Composition,Eg,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (Å),avg_Covalent radius (Å),avg_Zunger radius (Å),avg_Ionic radius (Å),avg_Crystal radius (Å),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g•K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m•K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (Å),diff_Covalent radius (Å),diff_Zunger radius (Å),diff_Ionic radius (Å),diff_Crystal radius (Å),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g•K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m•K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (Å),max_Covalent radius (Å),max_Zunger radius (Å),max_Ionic radius (Å),max_Crystal radius (Å),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g•K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m•K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (Å),min_Covalent radius (Å),min_Zunger radius (Å),min_Ionic radius (Å),min_Crystal radius (Å),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g•K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m•K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV)
InSb2S4Cl,1.8,29.0,65.2568375,3.75,15.5,6.625,1.0,86.375,1.18125,1.16375,1.37375,1.18125,0.76625,2.42,2.43625,5.5565125,5.7475,2.356125,2.18,5.5,2.0,3.5,3.75,4.625,934.625,4.5875,494.2500000000001,1238.675,3.62165125,0.49625,6.637874999999999,54.39749999999999,16.4106125,250.5,2.6025,35,89.694,2,4,3,0,19,0.55,0.45,1.04,0.55,1.24,1.38,1.35,2.6109,5.200000000000001,1.213,3.44,4,0,4,10,5,693,7.499999999999999,732.0,2114.6,7.306789999999999,0.5,18.1525,221.7,81.5911,158,1.45,51,121.76,5,17,8,1,94,1.55,1.44,2.05,1.55,1.67,3.16,2.98,6.8446,8.3,2.869,3.44,7,2,5,10,7,1251,9.7,904.15,2353.15,7.31,0.71,19.87,231.5,81.6,279,2.85,16,32.066,3,13,5,1,75,1.0,0.99,1.01,1.0,0.43,1.78,1.63,4.2337,3.1,1.656,0.0,3,2,1,0,2,558,2.2,172.15,238.55,0.00321,0.21,1.7175,9.8,0.0089,121,1.4
GaS,2.593,23.5,50.8945,3.5,14.5,6.0,1.0,81.0,1.15,1.14,1.3975,1.15,0.595,2.195,2.175,5.0065,4.71,2.1725,2.72,4.5,2.0,2.5,0.0,4.5,789.5,5.5,344.45,1697.0,3.985,0.54,3.65375,134.25,20.4345,282.5,2.83,15,37.657,1,3,2,0,14,0.3,0.24,0.595,0.3,0.33,0.77,0.95,1.678599999999999,3.02,0.833,1.44,3,0,3,0,3,421,5.199999999999999,83.0,1958.3,3.830000000000001,0.34,3.8725,248.9,40.331,7,0.04000000000000004,31,69.723,4,16,7,1,88,1.3,1.26,1.695,1.3,0.76,2.58,2.65,5.8458,6.22,2.589,3.44,6,2,4,0,6,1000,8.1,385.95,2676.15,5.9,0.71,5.59,258.7,40.6,286,2.85,16,32.066,3,13,5,1,74,1.0,1.02,1.1,1.0,0.43,1.81,1.7,4.1672,3.2,1.756,2.0,3,2,1,0,3,579,2.9,302.95,717.8499999999999,2.07,0.37,1.7175,9.8,0.269,279,2.81
PtS,0.8,47.0,113.573,4.5,13.0,5.5,1.5,75.5,1.175,1.16,1.9,1.175,0.585,2.43,2.28,6.7833,5.91,2.1545,3.89,8.0,1.5,2.0,4.5,3.5,934.0,4.7,1215.55,2409.0,11.735,0.42,10.65875,259.9,35.9345,422.0,4.345,62,163.014,3,6,3,1,25,0.3500000000000001,0.28,1.6,0.3500000000000001,0.31,0.3000000000000003,0.74,1.875,0.6200000000000001,0.869,3.78,4,1,4,9,5,132,3.6,1659.2,3382.3,19.33,0.58,17.8825,500.2,71.33099999999999,286,2.99,78,195.08,6,16,7,2,88,1.35,1.3,2.7,1.35,0.74,2.58,2.65,7.7208,6.22,2.589,5.78,10,2,4,9,6,1000,6.5,2045.15,4100.15,21.4,0.71,19.6,510.0,71.6,565,5.84,16,32.066,3,10,4,1,63,1.0,1.02,1.1,1.0,0.43,2.28,1.91,5.8458,5.6,1.72,2.0,6,1,0,0,1,868,2.9,385.95,717.8499999999999,2.07,0.13,1.7175,9.8,0.269,279,2.85
AgS,0.9,31.5,69.9671,4.0,13.5,5.5,0.5,76.5,1.3,1.18,1.7375,1.3,0.86,2.255,1.86,4.849,5.33,2.2295,3.72,8.5,1.5,2.0,5.0,3.5,865.5,5.4,810.5500000000001,1601.5,6.285,0.4725,6.50875,130.19,214.6345,281.5,2.9,31,75.8022,2,5,3,1,23,0.6000000000000001,0.3200000000000001,1.275,0.6000000000000001,0.8600000000000001,0.6500000000000001,1.58,1.9936,1.779999999999999,0.7189999999999999,3.44,5,1,4,10,5,269,5.0,849.2,1767.3,8.43,0.475,9.582500000000001,240.78,428.731,5,0.1000000000000001,47,107.8682,5,16,7,1,88,1.6,1.34,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2485.15,10.5,0.71,11.3,250.58,429.0,284,2.95,16,32.066,3,11,4,0,65,1.0,1.02,1.1,1.0,0.43,1.93,1.07,3.8522,4.44,1.87,2.0,6,1,0,0,1,731,2.9,385.95,717.8499999999999,2.07,0.235,1.7175,9.8,0.269,279,2.85
Cs2P2Se8,2.44,34.33333333333333,79.95319866666665,4.166666666666666,13.33333333333333,5.999999999999999,0.8333333333333333,74.0,1.366666666666667,1.341666666666667,1.781666666666667,1.366666666666667,0.7266666666666666,2.196666666666666,2.208333333333333,5.40595,5.226666666666667,2.108,2.0,5.0,1.833333333333333,3.166666666666667,0.0,5.0,858.6666666666665,13.06666666666667,429.9,887.9833333333333,3.808333333333334,0.3816666666666667,4.920833333333333,38.44483333333334,11.2325,217.0,2.345666666666666,40,101.931668,3,15,6,1,84,1.6,1.29,3.069999999999999,1.6,1.5,1.76,1.77,1.3284,3.71,1.775,2.0,5,1,4,0,5,636,56.0,188.6,405.0,2.97,0.53,6.037,55.611,58.765,236,2.626,55,132.90543,6,16,7,1,89,2.6,2.35,4.31,2.6,1.81,2.55,2.54,5.761,5.89,2.434,3.0,6,2,4,0,6,1012,59.6,490.15,958.15,4.79,0.77,6.694,67.74,59.0,315,3.43,15,30.973762,3,1,1,0,5,1.0,1.06,1.24,1.0,0.31,0.79,0.77,4.4326,2.18,0.659,1.0,1,1,0,0,1,376,3.6,301.55,553.15,1.82,0.24,0.657,12.129,0.235,79,0.804
Y4GaSbS9,2.06,25.46666666666667,55.71335999999999,3.733333333333333,12.26666666666667,5.733333333333333,1.266666666666667,66.6,1.263333333333333,1.221333333333333,1.674666666666667,1.276666666666667,0.6459999999999999,2.130666666666666,2.222,5.026126666666666,5.119333333333334,2.1014,2.429333333333333,4.933333333333333,2.0,2.666666666666667,0.9333333333333333,4.466666666666667,854.2,8.773333333333333,791.0166666666667,1720.036666666667,3.273333333333333,0.5446666666666666,5.767833333333333,125.0693333333333,9.074733333333334,316.7333333333333,3.246,35,89.694,2,13,4,1,76,0.8,0.6000000000000001,1.84,0.8500000000000001,0.6100000000000001,1.36,1.24,2.4415,3.03,1.469,1.44,3,0,4,10,4,421,19.8,1493.2,2892.3,4.620000000000001,0.5,18.1525,353.2,40.331,161,1.62,51,121.76,5,16,7,2,88,1.8,1.62,2.94,1.85,1.04,2.58,2.65,5.8458,6.22,2.589,3.44,6,2,4,10,6,1000,22.7,1796.15,3610.15,6.69,0.71,19.87,363.0,40.6,423,4.37,16,32.066,3,3,3,1,12,1.0,1.02,1.1,1.0,0.43,1.22,1.41,3.4043,3.19,1.12,2.0,3,2,0,0,2,579,2.9,302.95,717.8499999999999,2.07,0.21,1.7175,9.8,0.269,262,2.75
Zn0.55S0.55Ga0.45P0.45,2.3,23.0,49.45717145,3.5,14.0,5.725000000000001,1.275,78.5,1.16375,1.14625,1.479875,1.16375,0.5625,2.06325,2.02925,4.692675,4.918750000000001,2.05125,3.220000000000001,6.75,2.0,2.0,2.75,4.0,882.1250000000001,5.19,436.1875000000001,1248.2675,4.267,0.5589999999999999,3.8914375,95.33902499999999,41.16185,247.975,2.559,16,38.749238,1,4,3,1,19,0.3500000000000001,0.24,0.7799999999999998,0.3500000000000001,0.45,0.9300000000000002,1.21,2.0943,3.02,0.9989999999999999,2.44,9,0,4,10,4,433,5.199999999999999,389.8,2123.0,5.31,0.4,6.665,248.9,115.765,184,2.08,31,69.723,4,16,7,2,88,1.35,1.26,1.88,1.35,0.76,2.58,2.65,5.8458,6.22,2.589,4.44,12,2,4,10,6,1012,8.1,692.75,2676.15,7.13,0.77,7.322,258.7,116.0,315,3.43,15,30.973762,3,12,4,1,69,1.0,1.02,1.1,1.0,0.31,1.65,1.44,3.7515,3.2,1.59,2.0,3,2,0,0,2,579,2.9,302.95,553.15,1.82,0.37,0.657,9.8,0.235,131,1.35
Zn0.95S0.95Ga0.05P0.05,2.7,23.0,48.80901905,3.5,14.0,5.524999999999999,1.475,78.49999999999999,1.17375,1.13625,1.488875,1.17375,0.5825,2.109249999999999,2.04325,4.786874999999999,5.28875,2.08525,3.22,8.749999999999998,2.0,2.0,4.75,4.0,945.1249999999999,4.71,527.8874999999999,981.8075,4.562999999999999,0.5509999999999999,4.4499375,66.193225,56.24865,209.775,2.151,16,38.749238,1,4,3,1,19,0.3500000000000001,0.24,0.7799999999999998,0.3500000000000001,0.45,0.9300000000000002,1.21,2.0943,3.02,0.9989999999999999,2.44,9,0,4,10,4,433,5.199999999999999,389.8,2123.0,5.31,0.4,6.665,248.9,115.765,184,2.08,31,69.723,4,16,7,2,88,1.35,1.26,1.88,1.35,0.76,2.58,2.65,5.8458,6.22,2.589,4.44,12,2,4,10,6,1012,8.1,692.75,2676.15,7.13,0.77,7.322,258.7,116.0,315,3.43,15,30.973762,3,12,4,1,69,1.0,1.02,1.1,1.0,0.31,1.65,1.44,3.7515,3.2,1.59,2.0,3,2,0,0,2,579,2.9,302.95,553.15,1.82,0.37,0.657,9.8,0.235,131,1.35
Mg2Sn,0.32,24.66666666666666,55.77333333333333,3.666666666666667,5.999999999999999,3.0,0.3333333333333333,72.0,1.483333333333333,1.376666666666667,1.98,1.483333333333333,0.8033333333333332,1.526666666666667,1.5,3.513866666666666,3.933333333333333,1.47,2.666666666666667,2.666666666666667,2.0,0.6666666666666666,3.333333333333333,2.0,728.3333333333333,9.633333333333333,783.15,1756.483333333333,3.596666666666667,0.7556666666666666,8.312333333333333,183.5333333333333,126.2,199.3333333333333,2.053333333333333,38,94.405,2,12,3,1,12,0.05000000000000004,0.04999999999999982,0.1499999999999999,0.05000000000000004,0.17,0.6499999999999999,0.5699999999999998,1.6181,0.5499999999999998,0.5310000000000001,2.0,2,0,2,10,0,29,2.899999999999999,417.0,1180.0,5.569999999999999,0.793,1.925000000000001,168.4,89.4,154,1.63,50,118.71,5,14,5,1,80,1.5,1.41,2.03,1.5,0.86,1.96,1.88,4.5926,4.3,1.824,4.0,4,2,2,10,2,738,10.6,922.15,2543.15,7.31,1.02,8.954,295.8,156.0,302,3.14,12,24.305,3,2,2,0,68,1.45,1.36,1.88,1.45,0.69,1.31,1.31,2.9745,3.75,1.293,2.0,2,2,0,0,2,709,7.7,505.15,1363.15,1.74,0.227,7.029,127.4,66.6,148,1.51
Ga1.002Sb0.998Te0.006,0.7,41.01296111665005,95.7849082751745,4.500498504486541,14.00398803589233,5.500498504486541,1.0,79.52043868394817,1.374925224327019,1.329950149551346,1.72975074775673,1.374925224327019,0.8306979062811566,1.930269192422732,1.920937188434696,4.582998305084747,4.027736789631107,1.87063409770688,3.216789631106681,4.003988035892323,2.0,2.003988035892323,5.004985044865405,2.49950149551346,706.7318045862414,7.345962113659024,603.3068295114657,2446.552193419741,6.294047856430709,0.2898903290129612,12.73,167.7559421734796,32.37622133599204,273.7936191425723,2.778295114656032,21,57.877,1,3,1,0,16,0.1499999999999999,0.1399999999999999,0.09499999999999997,0.1499999999999999,0.3500000000000001,0.29,0.6799999999999999,1.2746,2.29,0.4019999999999999,1.44,3,0,3,10,1,290,2.6,601.2,1413.2,0.79,0.17,14.28,206.15,38.25,89,0.6200000000000001,52,127.6,5,16,6,1,90,1.45,1.4,1.765,1.45,1.11,2.1,2.38,5.4418,5.49,2.158,3.44,6,2,4,10,3,869,8.1,904.15,2676.15,6.69,0.37,19.87,258.7,40.6,286,2.81,31,69.723,4,13,5,1,74,1.3,1.26,1.67,1.3,0.76,1.81,1.7,4.1672,3.2,1.756,2.0,3,2,1,0,2,579,5.5,302.95,1262.95,5.9,0.2,5.59,52.55,2.35,197,2.19
CsF,10.0,32.0,75.9519165,4.0,9.0,4.5,0.5,49.0,1.55,1.535,2.3575,1.55,1.5,2.385,2.275,7.259,6.295,2.426,0.5,4.0,1.5,2.5,0.0,4.0,1028.5,30.117,177.45,513.6,0.9358500000000001,0.53,1.1736,35.5049,29.51395,79.0,0.8220000000000001,46,113.907027,4,16,7,1,88,2.1,1.63,3.904999999999999,2.1,0.6200000000000001,3.19,3.01,5.6528,8.23,3.534,1.0,6,1,5,0,6,1305,58.966,248.2,857.1,1.8683,0.58,1.8368,64.47019999999999,58.9721,0,0.03599999999999992,55,132.90543,6,17,8,1,93,2.6,2.35,4.31,2.6,1.81,3.98,3.78,10.0854,10.41,4.193,1.0,7,2,5,0,7,1681,59.6,301.55,942.15,1.87,0.82,2.092,67.74,59.0,79,0.84,9,18.998403,2,1,1,0,5,0.5,0.72,0.405,0.5,1.19,0.79,0.77,4.4326,2.18,0.659,0.0,1,1,0,0,1,376,0.634,53.34999999999997,85.04999999999998,0.0017,0.24,0.2552,3.2698,0.0279,79,0.804
KSbSe2,1.14,34.5,79.694575,4.25,12.0,5.25,0.75,66.5,1.4875,1.4375,2.00625,1.4875,0.885,1.9925,2.005,4.826375000000001,4.762499999999999,1.8965,2.0,4.5,1.75,2.75,2.5,3.75,783.75,14.4,555.2125,1293.15,4.282500000000001,0.4,8.898,58.1025,32.695,201.5,2.151,32,82.6617,1,15,6,1,86,1.05,0.8699999999999999,2.405,1.05,0.96,1.73,1.74,2.9728,3.47,1.7,2.0,5,1,4,10,5,522,39.6,567.75,1265.0,5.83,0.54,17.536,42.17,100.36,172,1.816,51,121.76,5,16,7,1,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,3.0,6,2,4,10,6,941,43.4,904.15,2223.15,6.69,0.75,19.87,79.87,102.4,262,2.75,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.42,0.734,1.0,1,1,0,0,1,419,3.8,336.4,958.15,0.86,0.21,2.334,37.7,2.04,90,0.934
Ag3AsSe3,1.98,39.42857142857143,90.77231285714285,4.428571428571429,13.71428571428572,5.571428571428571,0.5714285714285714,78.0,1.342857142857143,1.242857142857143,1.770714285714285,1.342857142857143,0.8957142857142857,2.231428571428571,1.871428571428571,4.8588,5.184285714285714,2.160428571428572,3.617142857142857,8.0,1.571428571428571,2.142857142857143,4.285714285714286,3.714285714285714,851.8571428571429,5.628571428571428,895.15,1602.864285714285,7.371428571428572,0.285,11.66885714285714,128.5142857142857,191.8742857142857,262.1428571428571,2.741428571428571,14,32.94661000000001,1,5,3,1,24,0.4500000000000002,0.1800000000000002,1.09,0.4500000000000002,0.73,0.6199999999999999,1.47,1.9088,1.449999999999999,0.5640000000000001,3.44,6,1,4,10,5,216,4.100000000000001,745.0000000000001,1595.0,5.71,0.09500000000000003,21.006,215.82,426.96,75,0.5,47,107.8682,5,16,7,1,89,1.6,1.34,2.375,1.6,1.29,2.55,2.54,5.761,5.89,2.434,5.44,11,2,4,10,6,947,7.9,1235.15,2485.15,10.5,0.33,27.7,250.58,429.0,302,2.96,33,74.92159,4,11,4,0,65,1.15,1.16,1.285,1.15,0.56,1.93,1.07,3.8522,4.44,1.87,2.0,5,1,0,0,1,731,3.8,490.15,890.15,4.79,0.235,6.694,34.76,2.04,227,2.46
As2Se3,1.84,33.6,77.344636,4.0,15.6,6.600000000000001,1.0,87.0,1.15,1.176,1.337,1.15,0.624,2.402,2.432,5.525399999999999,5.654,2.3448,2.4,5.6,2.0,3.6,0.0,5.6,943.4000000000001,4.0,730.1500000000001,930.95,5.166,0.324,15.0964,36.524,21.224,257.0,2.66,1,4.038409999999999,0,1,1,0,5,0.0,0.04000000000000004,0.1300000000000001,0.0,0.1599999999999999,0.3699999999999997,0.27,0.5890000000000004,0.5899999999999999,0.2230000000000003,1.0,1,0,1,0,1,6,0.5,600.0000000000001,68.0,0.9400000000000004,0.01000000000000001,21.006,2.940000000000005,47.96,75,0.5,34,78.96,4,16,7,1,89,1.15,1.2,1.415,1.15,0.72,2.55,2.54,5.761,5.89,2.434,3.0,6,2,4,0,6,947,4.3,1090.15,958.15,5.73,0.33,27.7,37.7,50.0,302,2.96,33,74.92159,4,15,6,1,84,1.15,1.16,1.285,1.15,0.56,2.18,2.27,5.172,5.3,2.211,2.0,5,2,3,0,5,941,3.8,490.15,890.15,4.79,0.32,6.694,34.76,2.04,227,2.46
LiGaSe2,3.13,25.5,58.646,3.5,11.5,5.0,0.75,63.25,1.2625,1.3025,1.46875,1.2625,0.6950000000000001,1.9725,1.92,4.727875,4.4975,1.884,2.11,4.0,1.75,2.25,0.0,4.0,745.25,10.0,434.225,1551.9,4.00575,1.1525,5.4945,120.005,32.34500000000001,225.25,2.34,31,72.01899999999999,2,15,6,1,88,0.3,0.47,0.4100000000000001,0.3,0.34,1.57,1.64,2.5387,2.88,1.522,2.44,5,1,4,0,5,421,20.5,187.2,1718.0,5.357,3.28,3.694,221.0,82.66,125,1.18,34,78.96,4,16,7,1,89,1.45,1.63,1.695,1.45,0.9,2.55,2.54,5.761,5.89,2.434,3.44,6,2,4,0,6,941,24.3,490.15,2676.15,5.9,3.6,6.694,258.7,84.7,286,2.81,3,6.941,2,1,1,0,1,1.15,1.16,1.285,1.15,0.56,0.98,0.9,3.2223,3.01,0.912,1.0,1,1,0,0,1,520,3.8,302.95,958.15,0.543,0.32,3.0,37.7,2.04,161,1.63
NbSe2,1.4,36.33333333333333,83.60879333333332,4.333333333333333,12.33333333333333,5.999999999999999,1.333333333333333,75.0,1.25,1.22,1.776666666666666,1.25,0.6333333333333333,2.233333333333333,2.37,5.0081,5.26,2.092666666666667,3.0,5.666666666666666,1.666666666666667,2.666666666666667,1.333333333333333,4.333333333333333,844.6666666666665,7.766666666666666,1240.483333333333,2310.483333333333,6.05,0.3,13.26266666666666,252.4666666666666,19.26,393.3333333333333,4.163333333333333,7,13.94638,1,11,3,1,42,0.3,0.1800000000000002,1.475,0.3,0.22,0.9499999999999997,0.5100000000000002,2.2587,1.89,1.024,3.0,1,1,4,4,5,289,11.9,2251.0,4057.0,3.78,0.06,19.706,644.3,51.66,499,5.11,41,92.90638,5,16,7,2,89,1.45,1.34,2.76,1.45,0.78,2.55,2.54,5.761,5.89,2.434,5.0,6,2,4,4,6,941,15.7,2741.15,5015.15,8.57,0.32,26.4,682.0,53.7,726,7.57,34,78.96,4,5,4,1,47,1.15,1.16,1.285,1.15,0.56,1.6,2.03,3.5023,4.0,1.41,2.0,5,1,0,0,1,652,3.8,490.15,958.15,4.79,0.26,6.694,37.7,2.04,227,2.46
Rb2CsSb,1.5,45.0,106.4002575,5.25,4.5,2.25,0.25,24.5,2.1875,2.0175,3.56875,2.1875,1.5075,1.12,1.1275,3.951275,2.9275,1.01375,1.5,2.0,1.25,0.75,2.5,1.25,504.0,40.2,457.4499999999999,1270.9,2.905,0.294,6.586500000000001,72.32799999999999,49.925,128.25,1.3145,18,47.43763,1,14,5,1,81,1.15,0.9500000000000002,2.545,1.15,0.91,1.26,1.37,1.8067,2.669999999999999,1.325,2.0,4,1,3,10,1,458,53.0,602.6,1281.0,5.16,0.153,17.778,9.400000000000006,34.7,183,1.946,55,132.90543,6,15,6,1,85,2.6,2.35,4.31,2.6,1.81,2.05,2.14,4.9953,4.85,1.984,3.0,5,2,3,10,2,834,59.6,904.15,2223.15,6.69,0.363,19.87,77.14,59.0,262,2.75,37,85.4678,5,1,1,0,4,1.45,1.4,1.765,1.45,0.9,0.79,0.77,3.1886,2.18,0.659,1.0,1,1,0,0,1,376,6.6,301.55,942.15,1.53,0.21,2.092,67.74,24.3,79,0.804
OsS2,2.0,36.0,84.78733333333332,4.0,13.33333333333333,5.999999999999999,1.333333333333333,77.66666666666666,1.1,1.1,1.616666666666667,1.1,0.5433333333333332,2.453333333333333,2.383333333333333,6.308366666666666,5.779999999999999,2.276,3.26,6.666666666666666,2.0,2.666666666666667,2.0,4.666666666666667,946.3333333333333,4.766666666666666,1363.35,2246.283333333333,8.913333333333334,0.5166666666666666,11.745,255.2,29.37933333333333,449.6666666666666,4.623333333333333,60,158.164,3,8,3,1,31,0.3,0.24,1.55,0.3,0.34,0.3799999999999999,0.7999999999999998,1.387700000000001,1.319999999999999,0.9390000000000001,3.78,2,0,4,6,4,161,5.6,2932.2,4585.299999999999,20.53,0.58,30.0825,736.2,87.33099999999999,512,5.32,76,190.23,6,16,7,2,88,1.3,1.26,2.65,1.3,0.77,2.58,2.65,7.2335,6.22,2.589,5.78,8,2,4,6,6,1000,8.5,3318.15,5303.15,22.6,0.71,31.8,746.0,87.6,791,8.17,16,32.066,3,8,4,1,57,1.0,1.02,1.1,1.0,0.43,2.2,1.85,5.8458,4.9,1.65,2.0,6,2,0,0,2,839,2.9,385.95,717.8499999999999,2.07,0.13,1.7175,9.8,0.269,279,2.85
GeS,1.8,24.0,52.338,3.5,15.0,6.5,1.0,83.5,1.125,1.12,1.33,1.125,0.48,2.295,2.32,5.2432,5.41,2.2915,3.0,5.0,2.0,3.0,0.0,5.0,881.0,4.5,803.25,1910.5,3.695,0.515,19.32875,170.35,30.0845,328.0,3.35,16,40.544,1,2,1,0,9,0.25,0.2,0.46,0.25,0.1,0.5700000000000003,0.6599999999999999,1.2052,1.62,0.595,2.0,2,0,2,0,2,238,3.2,834.5999999999999,2385.3,3.25,0.39,35.2225,321.1,59.631,98,1.0,32,72.61,4,16,7,1,88,1.25,1.22,1.56,1.25,0.53,2.58,2.65,5.8458,6.22,2.589,4.0,6,2,4,0,6,1000,6.1,1220.55,3103.15,5.32,0.71,36.94,330.9,59.9,377,3.85,16,32.066,3,14,6,1,79,1.0,1.02,1.1,1.0,0.43,2.01,1.99,4.6406,4.6,1.994,2.0,4,2,2,0,4,762,2.9,385.95,717.8499999999999,2.07,0.32,1.7175,9.8,0.269,279,2.85
RuAs2,0.8,36.66666666666666,83.63772666666665,4.333333333333333,12.66666666666667,5.333333333333333,1.333333333333333,74.66666666666666,1.2,1.216666666666667,1.811666666666667,1.2,0.7533333333333333,2.186666666666667,2.17,4.670266666666667,5.033333333333333,1.987333333333333,3.926666666666667,6.0,1.666666666666667,2.0,2.333333333333333,3.666666666666667,867.9999999999999,6.066666666666666,1587.816666666667,1984.483333333333,7.953333333333333,0.2993333333333333,26.46666666666667,221.5066666666667,72.33333333333333,415.6666666666666,4.22,11,26.14841,1,7,2,1,28,0.1500000000000001,0.05000000000000004,1.19,0.1500000000000001,0.09999999999999998,0.02000000000000002,0.3,1.5052,0.7999999999999998,0.6709999999999998,2.78,3,1,3,7,4,237,5.3,1493.0,3283.0,6.67,0.09200000000000003,3.699999999999999,560.24,67.0,341,3.78,44,101.07,5,15,6,2,84,1.3,1.25,2.605,1.3,0.82,2.2,2.27,5.172,5.3,2.211,5.78,8,2,3,7,5,947,9.6,2583.15,4173.15,12.4,0.33,27.7,595.0,117.0,643,6.74,33,74.92159,4,8,4,1,56,1.15,1.2,1.415,1.15,0.72,2.18,1.97,3.6668,4.5,1.54,3.0,5,1,0,0,1,710,4.3,1090.15,890.15,5.73,0.238,24.0,34.76,50.0,302,2.96
InSb0.99As0.01,0.35,49.91,118.05480795,4.994999999999999,14.0,5.5,1.0,79.995,1.4985,1.419,1.90575,1.4985,0.9191,1.91565,1.88565,4.6153835,3.97725,1.821135,3.22,4.0,2.0,2.0,9.95,2.015,696.5649999999999,8.138499999999999,667.8799999999999,2281.485,6.9952,0.2206,11.60565,154.1081,53.0785,252.7,2.63605,18,46.83841000000001,1,2,1,0,10,0.4000000000000001,0.24,0.6349999999999998,0.4000000000000001,0.22,0.4000000000000001,0.6400000000000001,0.9382999999999999,2.2,0.5549999999999999,0.4399999999999999,2,0,2,10,3,389,5.399999999999999,660.4000000000001,1463.0,1.579999999999999,0.12,24.437,196.74,57.3,59,0.4399999999999999,51,121.76,5,15,6,1,85,1.55,1.44,2.05,1.55,0.94,2.18,2.27,5.172,5.3,2.211,3.44,5,2,3,10,5,947,9.7,1090.15,2353.15,7.31,0.33,27.7,231.5,81.6,302,2.96,33,74.92159,4,13,5,1,75,1.15,1.2,1.415,1.15,0.72,1.78,1.63,4.2337,3.1,1.656,3.0,3,2,1,0,2,558,4.3,429.75,890.15,5.73,0.21,3.263,34.76,24.3,243,2.52
